source,name,price,original_price,price_value,currency,discount,availability,in_stock,product_code,shop,url,scraped_at
anvelopemoto.eu,https://www.anvelopemoto.eu,,,,RON (lei),,Unknown,True,,anvelopemoto.eu,https://www.anvelopemoto.eu/,2026-02-19T14:51:10.805398
anvelopemoto.eu,Michelin S83 3.00 - 10 42J TL/TT Front/Rear DOT2517,"67,01 lei","247,32 lei",67.01,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-s83-3-00-10-42j-tl-tt-front-rear-dot2517/,2026-02-19T14:51:10.805398
anvelopemoto.eu,Michelin City Pro 90/80-14 49P Front/Rear Reinf. DOT2017,"128,87 lei","287,06 lei",128.87,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-pro-90-80-14-49p-front-rear-reinf-dot2017/,2026-02-19T14:51:10.805398
anvelopemoto.eu,Bridgestone Battlax SCOOTER 90/80 - 14 49P TL Front,"140,00 lei","271,44 lei",140.0,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-90-80-14-49p-tl-front/,2026-02-19T14:51:10.806401
anvelopemoto.eu,Michelin S83 3.00 - 10 42J TL/TT Front/Rear,"149,28 lei","247,32 lei",149.28,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-s83-3-00-10-42j-tl-tt-front-rear/,2026-02-19T14:51:10.806401
anvelopemoto.eu,Bridgestone Hoop B01 100/80 - 10 53J TL Front/Rear,"165,77 lei","328,35 lei",165.77,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-hoop-b01-100-80-10-53j-tl-front-rear/,2026-02-19T14:51:10.806401
anvelopemoto.eu,Mitas TOURING FORCE-SC 2 110/70D11 45P TL/TT F/R,"176,96 lei","211,44 lei",176.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-2-110-70d11-45p-tl-tt-f-r/,2026-02-19T14:51:10.806401
anvelopemoto.eu,Michelin Starcross 5 MINI 2.50 - 10 33J TT Front/Rear,"177,27 lei","302,99 lei",177.27,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-starcross-5-mini-2-50-10-33j-tt-front-rear/,2026-02-19T14:51:10.806401
anvelopemoto.eu,Michelin City Extra 100/90 - 10 61P REINF TL Front/Rear,"177,27 lei","302,99 lei",177.27,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-extra-100-90-10-61p-reinf-tl-front-rear/,2026-02-19T14:51:10.806401
anvelopemoto.eu,Bridgestone Hoop B01 3.50/ - 10 59J TL Front/Rear,"180,10 lei","360,00 lei",180.1,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-hoop-b01-3-50-10-59j-tl-front-rear/,2026-02-19T14:51:10.806401
anvelopemoto.eu,Michelin City Grip 2 100/80 - 10 53L TL Front/Rear,"180,36 lei","309,18 lei",180.36,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-100-80-10-53l-tl-front-rear/,2026-02-19T14:51:10.807433
anvelopemoto.eu,Mitas TOURING FORCE 120/70D10 54L TL F/R,"182,01 lei","226,96 lei",182.01,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-120-70d10-54l-tl-f-r/,2026-02-19T14:51:10.807433
anvelopemoto.eu,Metzeler Sportec Street 2 80/80 - 14 M/C 43S TL Reinf Front/Rear,"182,06 lei","395,67 lei",182.06,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-sportec-street-2-80-80-14-m-c-43s-tl-reinf-front-rear/,2026-02-19T14:51:10.807433
anvelopemoto.eu,Mitas MC-20 MONSUM M+S 120/70D10 54L TL F/R M+S,"188,14 lei","227,01 lei",188.14,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-20-monsum-ms-120-70d10-54l-tl-f-r-ms/,2026-02-19T14:51:10.807433
anvelopemoto.eu,Michelin S1 110/80 - 10 58J TL/TT Front/Rear,"189,69 lei","327,73 lei",189.69,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-s1-110-80-10-58j-tl-tt-front-rear/,2026-02-19T14:51:10.807433
anvelopemoto.eu,Bridgestone Battlax SCOOTER 110/80 - 14 53P TL Rear,"195,88 lei","353,66 lei",195.88,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-110-80-14-53p-tl-rear/,2026-02-19T14:51:15.845918
anvelopemoto.eu,Dunlop Scootsmart 140/70 - 12 65P TL Rear DOT0920,"195,88 lei","555,82 lei",195.88,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-140-70-12-65p-tl-rear-dot0920/,2026-02-19T14:51:15.845918
anvelopemoto.eu,Michelin City Grip 2 120/70 - 10 54L REINF TL Rear,"195,93 lei","340,10 lei",195.93,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-120-70-10-54l-reinf-tl-rear/,2026-02-19T14:51:15.845918
anvelopemoto.eu,Michelin Bopper 120/90 - 10 57L TL/TT Front/Rear,"199,02 lei","346,29 lei",199.02,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-bopper-120-90-10-57l-tl-tt-front-rear/,2026-02-19T14:51:15.846910
anvelopemoto.eu,Michelin City Extra 2.25 - 17 38P REINF TT Front/Rear,"199,02 lei","346,29 lei",199.02,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-extra-2-25-17-38p-reinf-tt-front-rear/,2026-02-19T14:51:15.846910
anvelopemoto.eu,Metzeler Sportec Street 70/90 - 14 M/C 34S TL Front,"200,98 lei","317,63 lei",200.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-sportec-street-70-90-14-m-c-34s-tl-front/,2026-02-19T14:51:15.847918
anvelopemoto.eu,Michelin Pilot Street 2.50 - 17 43P REINF TT Front/Rear,"202,11 lei","352,47 lei",202.11,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-pilot-street-2-50-17-43p-reinf-tt-front-rear/,2026-02-19T14:51:15.847918
anvelopemoto.eu,Michelin City Grip 2 110/70 - 12 47S TL Front/Rear,"202,11 lei","352,47 lei",202.11,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-110-70-12-47s-tl-front-rear/,2026-02-19T14:51:15.847918
anvelopemoto.eu,Pirelli Angel Scooter 80/80 - 14 M/C 43S TL Reinf Front,"202,16 lei","457,01 lei",202.16,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-80-80-14-m-c-43s-tl-reinf-front/,2026-02-19T14:51:15.848907
anvelopemoto.eu,Michelin Pilot Street 80/90 - 14 46P REINF TL/TT Front/Rear,"205,26 lei","358,66 lei",205.26,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-pilot-street-80-90-14-46p-reinf-tl-tt-front-rear/,2026-02-19T14:51:15.848907
anvelopemoto.eu,Pirelli SL 36 Sinergy 140/60-12 62L TL Front/Rear DOT2116,"206,19 lei","469,28 lei",206.19,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-sl-36-sinergy-140-60-12-62l-tl-front-rear-dot2116/,2026-02-19T14:51:15.848907
anvelopemoto.eu,PROMO - Shinko SR615 120/70 R 15 56S TL Front  0919,"206,19 lei",,206.19,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/promo-shinko-sr615-120-70-r-15-56s-tl-front-0919/,2026-02-19T14:51:15.848907
anvelopemoto.eu,Dunlop Scootsmart 120/70 - 10 54L TL Front/Rear,"206,70 lei","361,80 lei",206.7,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-120-70-10-54l-tl-front-rear/,2026-02-19T14:51:15.849914
anvelopemoto.eu,Dunlop Geomax MX53 60/100 - 12 36J TT Front,"206,70 lei","361,80 lei",206.7,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-geomax-mx53-60-100-12-36j-tt-front/,2026-02-19T14:51:21.774211
anvelopemoto.eu,Pirelli SC 30 3.00 - 10 42J Front/Rear,"208,14 lei","338,97 lei",208.14,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-sc-30-3-00-10-42j-front-rear/,2026-02-19T14:51:21.774211
anvelopemoto.eu,Mitas TOURING FORCE SC 120/70D14 55P TL F/R,"209,59 lei","265,57 lei",209.59,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-120-70d14-55p-tl-f-r/,2026-02-19T14:51:21.776210
anvelopemoto.eu,Mitas TOURING FORCE SC 120/70D13 53L TL F,"210,36 lei","265,62 lei",210.36,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-120-70d13-53l-tl-f/,2026-02-19T14:51:21.776210
anvelopemoto.eu,Michelin S1 130/70 - 10 52J TL/TT Front/Rear,"211,44 lei","371,03 lei",211.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-s1-130-70-10-52j-tl-tt-front-rear/,2026-02-19T14:51:21.777210
anvelopemoto.eu,Michelin Bopper 130/90 - 10 61L TL/TT Front/Rear,"211,44 lei","371,03 lei",211.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-bopper-130-90-10-61l-tl-tt-front-rear/,2026-02-19T14:51:21.777210
anvelopemoto.eu,Michelin City Extra 110/70 - 12 47P TL Front/Rear,"211,44 lei","371,03 lei",211.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-extra-110-70-12-47p-tl-front-rear/,2026-02-19T14:51:21.777210
anvelopemoto.eu,Mitas B4 TT Front/Rear 2 1/4/-18 42J,"212,53 lei",,212.53,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-b4-tt-front-rear-2-1-4-18-42j/,2026-02-19T14:51:21.778210
anvelopemoto.eu,Dunlop Scootsmart 80/80 - 16 45P TL Front/Rear,"213,14 lei","374,28 lei",213.14,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-80-80-16-45p-tl-front-rear/,2026-02-19T14:51:21.778210
anvelopemoto.eu,Pirelli Angel Scooter 90/80 - 14 M/C 49S TL Reinf Front/Rear,"214,28 lei","493,81 lei",214.28,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-90-80-14-m-c-49s-tl-reinf-front-rear/,2026-02-19T14:51:21.778210
anvelopemoto.eu,Bridgestone Battlax SCOOTER 110/70 - 13 48P TL Front,"214,54 lei","435,93 lei",214.54,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-110-70-13-48p-tl-front/,2026-02-19T14:51:21.779210
anvelopemoto.eu,Michelin Starcross 5 MINI 2.75 - 10 37J TT Rear,"214,59 lei","377,22 lei",214.59,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-starcross-5-mini-2-75-10-37j-tt-rear/,2026-02-19T14:51:21.779210
anvelopemoto.eu,Mitas MC-20 MONSUM M+S 120/70D12 58P TL F/R M+S,"215,00 lei","273,14 lei",215.0,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-20-monsum-ms-120-70d12-58p-tl-f-r-ms/,2026-02-19T14:51:21.779210
anvelopemoto.eu,Mitas TOURING FORCE SC 110/80D14 59P TL R,"217,01 lei","276,08 lei",217.01,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-110-80d14-59p-tl-r/,2026-02-19T14:51:21.779210
anvelopemoto.eu,Mitas TOURING FORCE SC 80/80D16 45P TL F/R,"219,02 lei",,219.02,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-80-80d16-45p-tl-f-r/,2026-02-19T14:51:21.780210
anvelopemoto.eu,Bridgestone Hoop B01 90/90 - 12 44J TL Front/Rear,"220,26 lei","448,56 lei",220.26,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-hoop-b01-90-90-12-44j-tl-front-rear/,2026-02-19T14:51:28.663432
anvelopemoto.eu,Pirelli Angel Scooter 110/70 - 11 45L TL Front/Rear,"220,31 lei","512,22 lei",220.31,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-110-70-11-45l-tl-front-rear/,2026-02-19T14:51:28.663432
anvelopemoto.eu,Michelin City Extra 90/80 - 16 51S REINF TL Front/Rear,"220,77 lei","389,54 lei",220.77,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-extra-90-80-16-51s-reinf-tl-front-rear/,2026-02-19T14:51:28.663432
anvelopemoto.eu,Pirelli Angel Scooter 120/90 - 10 66J TL Front/Rear,"221,29 lei","515,26 lei",221.29,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-120-90-10-66j-tl-front-rear/,2026-02-19T14:51:28.664413
anvelopemoto.eu,Pirelli Mandrake MT 15 80/80 - 16 M/C 45J TL Reinf Front,"221,80 lei","361,91 lei",221.8,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-mandrake-mt-15-80-80-16-m-c-45j-tl-reinf-front/,2026-02-19T14:51:28.664413
anvelopemoto.eu,Pirelli Mandrake MT 15 90/80 - 16 M/C 51J TL Reinf Front/Rear,"221,80 lei","361,91 lei",221.8,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-mandrake-mt-15-90-80-16-m-c-51j-tl-reinf-front-rear/,2026-02-19T14:51:28.664413
anvelopemoto.eu,Pirelli Angel Scooter 3.50 - 10 59J TL Reinf Front/Rear,"222,32 lei","518,35 lei",222.32,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-3-50-10-59j-tl-reinf-front-rear/,2026-02-19T14:51:28.664413
anvelopemoto.eu,Metzeler Roadtec Scooter 3.50 - 10 59J TL Reinf Front/Rear,"222,32 lei","518,35 lei",222.32,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-roadtec-scooter-3-50-10-59j-tl-reinf-front-rear/,2026-02-19T14:51:28.664413
anvelopemoto.eu,Michelin City Grip 2 120/70 - 11 56L REINF TL Front/Rear,"223,87 lei","395,72 lei",223.87,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-120-70-11-56l-reinf-tl-front-rear/,2026-02-19T14:51:28.665414
anvelopemoto.eu,Mitas MC5 TT Front/Rear 3.00-12 47J,"224,02 lei",,224.02,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc5-tt-front-rear-3-00-12-47j/,2026-02-19T14:51:28.665414
anvelopemoto.eu,Pirelli Mandrake MT 15 110/80 - 14 M/C 59J TL Reinf Rear,"224,85 lei","368,04 lei",224.85,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-mandrake-mt-15-110-80-14-m-c-59j-tl-reinf-rear/,2026-02-19T14:51:28.666412
anvelopemoto.eu,Dunlop Scootsmart 100/80 - 14 54P TL Front/Rear,"226,13 lei","399,33 lei",226.13,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-100-80-14-54p-tl-front-rear/,2026-02-19T14:51:28.666412
anvelopemoto.eu,Mitas TOURING FORCE SC 140/70D12 65P TL R,"226,44 lei","289,18 lei",226.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-140-70d12-65p-tl-r/,2026-02-19T14:51:28.666412
anvelopemoto.eu,Mitas MC 51 MEDITERRA M+S 2.75/D17 47P TL F/R M+S,"227,89 lei","229,33 lei",227.89,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-51-mediterra-ms-2-75-d17-47p-tl-f-r-ms/,2026-02-19T14:51:28.667415
anvelopemoto.eu,Bridgestone Battlax SCOOTER 120/70 - 13 53P TL Front,"228,87 lei","467,53 lei",228.87,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-120-70-13-53p-tl-front/,2026-02-19T14:51:32.910009
anvelopemoto.eu,Michelin Pilot Street 90/90 - 14 52P REINF TL/TT Front/Rear,"230,10 lei","408,09 lei",230.1,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-pilot-street-90-90-14-52p-reinf-tl-tt-front-rear/,2026-02-19T14:51:32.911005
anvelopemoto.eu,Bridgestone Battlax SCOOTER 120/70 - 12 51L TL Rear,"231,70 lei","473,87 lei",231.7,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-120-70-12-51l-tl-rear/,2026-02-19T14:51:32.911005
anvelopemoto.eu,Bridgestone Battlax SCOOTER 120/90 - 10 66J TL Rear,"231,70 lei","473,87 lei",231.7,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-120-90-10-66j-tl-rear/,2026-02-19T14:51:32.911005
anvelopemoto.eu,Michelin Power Pure SC 110/70 - 12 47L TL Front,"231,96 lei","346,29 lei",231.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-power-pure-sc-110-70-12-47l-tl-front/,2026-02-19T14:51:32.912006
anvelopemoto.eu,Mitas TOURING FORCE SC 130/60D13 60P TL F/R,"231,96 lei","297,06 lei",231.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-130-60d13-60p-tl-f-r/,2026-02-19T14:51:32.912006
anvelopemoto.eu,Mitas TOURING FORCE SC 140/60D13 57L TL R,"231,96 lei","297,06 lei",231.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-140-60d13-57l-tl-r/,2026-02-19T14:51:32.912006
anvelopemoto.eu,Mitas TERRA FORCE MX SM SOFT MEDIUM TERRAIN 70/100D14 40M TT F,"231,96 lei","297,06 lei",231.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-terra-force-mx-sm-soft-medium-terrain-70-100d14-40m-tt-f/,2026-02-19T14:51:32.913007
anvelopemoto.eu,Mitas TERRA FORCE MX SM SOFT MEDIUM TERRAIN 90/100D14 49M TT R,"231,96 lei","297,06 lei",231.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-terra-force-mx-sm-soft-medium-terrain-90-100d14-49m-tt-r/,2026-02-19T14:51:32.913007
anvelopemoto.eu,Pirelli Angel Scooter 140/70 - 13 M/C 61P TL Rear DOT4021,"231,96 lei","754,48 lei",231.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-140-70-13-m-c-61p-tl-rear-dot4021/,2026-02-19T14:51:32.914008
anvelopemoto.eu,Mitas MC-2 TL Front/Rear 2 3/4-16 46J,"232,11 lei","236,75 lei",232.11,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-2-tl-front-rear-2-3-4-16-46j/,2026-02-19T14:51:32.914008
anvelopemoto.eu,Pirelli Scorpion MX32 Mid Soft 60/100 - 12 NHS 36M Front,"232,37 lei","383,40 lei",232.37,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-scorpion-mx32-mid-soft-60-100-12-nhs-36m-front/,2026-02-19T14:51:32.914008
anvelopemoto.eu,Pirelli Scorpion MX32 Mid Soft 60/100 - 14 NHS 29M Front,"233,87 lei","386,44 lei",233.87,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-scorpion-mx32-mid-soft-60-100-14-nhs-29m-front/,2026-02-19T14:51:39.048803
anvelopemoto.eu,Dunlop Scootsmart 110/70 - 11 45L TL Front,"234,54 lei","415,62 lei",234.54,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-110-70-11-45l-tl-front/,2026-02-19T14:51:39.048803
anvelopemoto.eu,Michelin City Pro 80/80-16 45S REINF TL/TT Front,"235,98 lei","309,79 lei",235.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-pro-80-80-16-45s-reinf-tl-tt-front/,2026-02-19T14:51:39.049803
anvelopemoto.eu,Michelin Pilot Street 80/90 - 16 48S REINF TL/TT Front/Rear,"236,34 lei","420,46 lei",236.34,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-pilot-street-80-90-16-48s-reinf-tl-tt-front-rear/,2026-02-19T14:51:39.049803
anvelopemoto.eu,Metzeler Roadtec Scooter 130/70 - 12 62L TL Reinf Front/Rear,"239,43 lei","570,46 lei",239.43,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-roadtec-scooter-130-70-12-62l-tl-reinf-front-rear/,2026-02-19T14:51:39.049803
anvelopemoto.eu,Michelin City Extra 80/90 - 17 50S REINF TL Front/Rear,"239,43 lei","426,65 lei",239.43,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-extra-80-90-17-50s-reinf-tl-front-rear/,2026-02-19T14:51:39.049803
anvelopemoto.eu,Michelin City Grip 2 110/70 - 11 45L TL Front,"239,43 lei","426,65 lei",239.43,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-110-70-11-45l-tl-front/,2026-02-19T14:51:39.049803
anvelopemoto.eu,Bridgestone Battlax SCOOTER 100/80 - 16 50P TL Front,"240,31 lei","492,84 lei",240.31,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-100-80-16-50p-tl-front/,2026-02-19T14:51:39.049803
anvelopemoto.eu,Bridgestone Battlax SCOOTER 110/90 - 12 64L TL Front,"240,31 lei","492,84 lei",240.31,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-110-90-12-64l-tl-front/,2026-02-19T14:51:39.050804
anvelopemoto.eu,Pirelli Angel Scooter 130/70 - 10 59L TL Reinf Front/Rear,"240,41 lei","573,56 lei",240.41,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-130-70-10-59l-tl-reinf-front-rear/,2026-02-19T14:51:39.050804
anvelopemoto.eu,Metzeler Roadtec Scooter 130/70 - 10 59L TL Reinf Front/Rear,"240,41 lei","573,56 lei",240.41,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-roadtec-scooter-130-70-10-59l-tl-reinf-front-rear/,2026-02-19T14:51:39.050804
anvelopemoto.eu,Mitas MC 22 ELEGANCE TL Front/Rear 120/70-10 54L,"241,39 lei","253,35 lei",241.39,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-22-elegance-tl-front-rear-120-70-10-54l/,2026-02-19T14:51:39.050804
anvelopemoto.eu,Bridgestone Battlax SCOOTER 110/100 - 12 67J TL Front,"246,03 lei","505,52 lei",246.03,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-110-100-12-67j-tl-front/,2026-02-19T14:51:39.050804
anvelopemoto.eu,Pirelli Angel Scooter 120/70 - 10 54L TL Reinf Front/Rear,"246,44 lei","591,96 lei",246.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-120-70-10-54l-tl-reinf-front-rear/,2026-02-19T14:51:44.005784
anvelopemoto.eu,Metzeler Roadtec Scooter 120/70 - 10 54L TL Reinf Front/Rear,"246,44 lei","591,96 lei",246.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-roadtec-scooter-120-70-10-54l-tl-reinf-front-rear/,2026-02-19T14:51:44.006786
anvelopemoto.eu,Michelin City Grip 2 110/80 - 14 59S REINF TL Front/Rear,"248,76 lei","445,21 lei",248.76,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-110-80-14-59s-reinf-tl-front-rear/,2026-02-19T14:51:44.006786
anvelopemoto.eu,Michelin City Grip 2 120/70 - 12 51S TL Front,"251,86 lei","451,39 lei",251.86,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-120-70-12-51s-tl-front/,2026-02-19T14:51:44.006786
anvelopemoto.eu,Michelin City Grip 2 120/80 - 12 65S TL Front/Rear,"251,86 lei","451,39 lei",251.86,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-120-80-12-65s-tl-front-rear/,2026-02-19T14:51:44.006786
